city,region,city_type,year,month,season,avg_temperature_c,humidity_pct,population,population_density_per_km2,gdp_per_capita_usd,industrialization_level,industrial_zones_count,num_subscribers,renewable_energy_pct,grid_loss_pct,smart_meter_adoption_pct,peak_demand_hour,monthly_consumption_gwh,avg_wind_speed_kmh,monthly_rainfall_mm,electricity_price_tl_kwh,co2_emission_tons,avg_daily_sunshine_hours,infrastructure_score
Adana,Mediterranean,Large City,2019,6,Summer,37.56,47.33,2237940,858.61,18441.54,High,,743858.0,20.26,6.47,43.44,19:00,1.9172,"10,7",298.5 mm,₺0.93,"566,221",  7.5  ,66%
Canakkale,Marmara,Small City,2017,9,Autumn,12.03,67.74,542000,197.61,,Low,2.0,186130.0,28.25,15.13,33.23,09:00,0.2027,"32,9",150.7 mm,₺2.18,,  10.3  ,88%
Mardin,Southeastern Anatolia,Small City,2017,11,Autumn,20.03,,833645,439.05,8406.83,Low,4.0,316099.0,31.88,11.89,24.75,10:00,0.3186,"32,4",79.0 mm,₺1.97,"650,210",  4.3  ,93%
Kocaeli,Marmara,Large City,2022,12,Winter,1.25,54.54,2031963,1568.01,18159.76,High,6.0,599391.0,,16.6,38.87,19:00,1.7949,"73,7",220.2 mm,₺1.39,"450,898",  2.2  ,60%
Mugla,Aegean,Medium City,2023,6,Summer,33.93,43.69,1012321,289.87,4866.53,Low,4.0,347926.0,19.66,5.97,64.24,09:00,0.5398,"19,9",125.6 mm,₺1.43,"255,909",  8.8  ,30%
Sakarya,Marmara,Medium City,2018,11,Autumn,16.46,78.38,1003000,1146.26,14735.63,Medium,4.0,348132.0,39.59,5.39,49.11,20:00,0.4862,,221.7 mm,₺2.34,"583,888",  9.6  ,40%
Istanbul,Marmara,Megacity,2023,1,Winter,1.33,65.32,15840900,3366.94,18865.19,High,41.0,5974459.0,27.66,6.18,70.87,10:00,15.2927,"73,9",168.9 mm,₺1.28,"883,924",,53%
Kahramanmaras,Mediterranean,Medium City,2019,7,Summer,37.96,69.81,1178234,432.21,8270.13,Low,3.0,446560.0,41.06,7.31,72.07,20:00,0.4886,"13,5",48.8 mm,₺1.27,"566,093",  5.3  ,94%
Hatay,Mediterranean,Large City,2023,8,Summer,38.54,52.31,1609856,850.6,6639.83,Low,4.0,502393.0,17.63,12.37,22.5,18:00,0.8425,"61,1",91.0 mm,₺0.93,"81,117",  10.0  ,99%
Van,Eastern Anatolia,Medium City,2018,10,Autumn,6.86,60.01,1126384,260.45,9545.96,Low,3.0,361018.0,30.64,,10.18,08:00,0.4508,"15,9",36.7 mm,₺2.05,"508,012",  4.4  ,90%
Eskisehir,Central Anatolia,Medium City,2021,11,Autumn,8.5,74.14,882456,200.02,14686.53,Medium,2.0,261078.0,41.72,7.57,64.64,20:00,0.4781,"70,4",275.0 mm,₺0.62,"325,147",,75%
Trabzon,Black Sea,Medium City,2021,6,Summer,28.3,74.44,811874,371.61,8751.24,Low,4.0,277685.0,5.41,15.43,51.92,20:00,0.4416,"56,3",118.8 mm,₺1.05,"275,262",,52%
Adana,Mediterranean,Large City,2022,2,Winter,5.68,60.37,2237940,829.12,18223.96,High,7.0,816305.0,38.39,5.8,50.92,08:00,2.2251,"76,9",209.3 mm,₺1.22,"630,519",  10.9  ,38%
Samsun,Black Sea,Large City,2019,6,Summer,,68.06,1361505,531.33,9791.85,Low,4.0,483370.0,36.7,14.41,19.88,09:00,0.6932,"9,8",100.3 mm,₺1.62,"342,784",  7.7  ,66%
Trabzon,Black Sea,Medium City,2019,8,Summer,29.15,75.82,811874,315.13,6514.28,Low,2.0,272659.0,31.3,17.52,12.02,09:00,0.517,"23,7",297.0 mm,₺1.57,"385,680",  5.9  ,37%
Manisa,Aegean,Medium City,2023,8,Summer,36.85,55.81,1452881,553.92,11869.72,Medium,4.0,502530.0,39.32,9.63,46.82,09:00,1.1528,"45,7",183.6 mm,,"349,001",  3.5  ,39%
Hatay,Mediterranean,Large City,2016,8,Summer,36.15,80.0,1609856,354.28,7907.59,Low,4.0,531377.0,44.4,14.12,34.84,18:00,0.8467,"21,2",246.8 mm,₺1.09,,  8.0  ,94%
Diyarbakir,Southeastern Anatolia,Large City,2020,4,Spring,20.34,56.13,1801268,454.27,8445.99,Low,6.0,609285.0,28.11,18.78,69.78,09:00,0.6823,"16,9",279.6 mm,₺2.14,"447,047",  10.1  ,74%
Bursa,Marmara,Large City,2018,7,Summer,27.6,46.22,3056120,741.25,18930.22,High,8.0,1123046.0,17.64,15.94,71.02,18:00,1.7334,"68,5",,₺2.49,"614,973",  6.1  ,39%
Trabzon,Black Sea,Medium City,2018,10,Autumn,,58.1,811874,263.02,8894.93,Low,4.0,233795.0,5.82,16.75,19.17,09:00,0.3692,"57,5",55.6 mm,₺0.79,"29,665",  4.9  ,72%
Izmir,Aegean,Megacity,2021,12,Winter,5.37,49.83,4394694,6965.13,19944.39,High,13.0,,9.62,10.2,57.0,10:00,3.9916,"25,5",271.0 mm,₺1.7,"300,534",  8.7  ,65%
Bursa,Marmara,Large City,2023,3,Spring,17.6,58.98,3056120,957.38,16058.37,High,8.0,973717.0,36.71,17.27,26.74,10:00,1.9698,"34,1",25.3 mm,₺0.71,"526,492",  11.9  ,80%
Diyarbakir,Southeastern Anatolia,Large City,2016,7,Summer,34.88,43.22,1801268,523.24,9837.09,Low,4.0,550343.0,6.55,12.33,54.87,08:00,0.7649,"63,5",237.9 mm,₺0.97,"167,367",  4.5  ,
Malatya,Eastern Anatolia,Medium City,2019,5,Spring,7.68,80.75,781118,1025.0,6412.63,Low,3.0,282889.0,6.14,18.63,73.22,20:00,0.3262,"49,5",79.1 mm,₺1.49,"399,146",  8.7  ,39%
Eskisehir,Central Anatolia,Medium City,2015,1,Winter,-4.42,69.27,882456,285.85,13114.57,Medium,3.0,267058.0,21.14,11.07,11.13,21:00,0.1959,"37,2",125.1 mm,,"806,836",,95%
Canakkale,Marmara,Small City,2018,1,Winter,1.61,67.23,542000,172.07,7944.68,Low,2.0,179356.0,31.79,9.86,53.8,09:00,0.8241,"64,4",42.8 mm,₺0.62,"829,205",  3.7  ,78%
Mardin,Southeastern Anatolia,Small City,2017,2,Winter,3.66,77.24,833645,349.74,6297.03,Low,2.0,254143.0,20.48,19.46,18.7,08:00,0.4827,"10,1",243.0 mm,₺1.77,"252,406",  6.7  ,77%
Kocaeli,Marmara,Large City,2022,9,Autumn,16.67,62.51,2031963,501.16,17952.94,High,6.0,587941.0,17.7,,48.06,10:00,1.266,"32,5",,₺1.58,"862,858",  9.1  ,38%
Kahramanmaras,Mediterranean,Medium City,2021,12,Winter,8.35,71.87,1178234,1698.94,7600.24,Low,3.0,365440.0,7.92,11.93,49.83,,0.7062,"39,4",100.9 mm,₺2.16,"327,441",  11.9  ,62%
Afyonkarahisar,Aegean,Small City,2017,12,Winter,1.18,51.47,734000,282.2,8129.05,Low,3.0,218249.0,44.04,15.54,40.94,08:00,0.4419,"67,5",221.8 mm,₺1.03,"297,552",  6.1  ,49%
Istanbul,Marmara,Megacity,2022,6,Summer,28.78,54.73,15840900,3518.24,16544.58,High,40.0,,34.87,17.7,29.28,09:00,12.1292,"44,2",113.6 mm,₺0.69,"295,213",  3.8  ,89%
Hatay,Mediterranean,Large City,2018,11,Autumn,19.31,,1609856,353.74,8758.7,Low,6.0,468053.0,7.06,12.91,23.05,10:00,0.7327,"75,5",251.6 mm,₺1.97,"526,150",  7.4  ,31%
Trabzon,Black Sea,Medium City,2018,5,Spring,15.04,70.47,811874,891.1,9792.34,Low,4.0,295280.0,12.96,6.2,15.13,18:00,0.3338,"10,8",144.9 mm,₺2.45,"696,620",  8.3  ,50%
Tekirdag,Marmara,Medium City,2016,5,Spring,16.97,,1085000,368.36,15304.37,Medium,2.0,348663.0,42.58,,46.88,20:00,0.4498,"79,9",73.4 mm,₺2.02,"648,533",  10.3  ,49%
Eskisehir,Central Anatolia,Medium City,2022,5,Spring,14.15,54.58,882456,284.36,14395.44,Medium,4.0,330666.0,16.96,10.81,23.09,19:00,0.4306,"79,2",171.8 mm,₺1.7,"579,280",  2.7  ,79%
Diyarbakir,Southeastern Anatolia,Large City,2021,2,Winter,7.28,75.23,1801268,523.42,9319.09,Low,6.0,527478.0,42.43,13.48,42.43,20:00,1.0126,"65,7",65.7 mm,₺0.59,"51,789",  8.8  ,
Mardin,Southeastern Anatolia,Small City,2019,4,Spring,19.98,40.5,833645,237.91,9969.12,Low,4.0,264407.0,28.16,5.75,41.59,20:00,0.3019,"70,7",288.5 mm,₺1.52,,  10.6  ,
Sivas,Central Anatolia,Medium City,2016,9,Autumn,14.22,45.93,634149,140.56,7656.0,Low,2.0,194617.0,23.92,19.76,36.45,09:00,0.2275,"69,9",170.2 mm,₺2.41,,  2.8  ,76%
Erzurum,Eastern Anatolia,Medium City,2015,6,Summer,24.51,46.49,762321,245.96,9194.25,Low,3.0,260254.0,23.32,8.4,26.44,19:00,0.372,"16,3",201.4 mm,₺0.95,"867,306",  7.8  ,77%
Eskisehir,Central Anatolia,Medium City,2021,9,Autumn,9.23,49.17,882456,435.1,16350.64,Medium,3.0,333213.0,40.05,5.01,33.35,20:00,0.4394,"74,7",,₺1.65,"462,629",  8.9  ,43%
Van,Eastern Anatolia,Medium City,2021,4,Spring,9.42,79.54,1126384,236.85,9439.91,Low,2.0,424458.0,41.28,7.53,39.44,10:00,0.4272,"55,7",298.7 mm,₺1.53,"144,660",  9.3  ,31%
Konya,Central Anatolia,Large City,2022,4,Spring,17.01,50.86,2320259,821.17,11597.89,Medium,6.0,745364.0,23.78,9.84,56.12,19:00,1.1912,"49,8",34.1 mm,₺1.42,"14,396",  5.6  ,66%
Denizli,Aegean,Medium City,2020,6,Summer,,68.67,1062840,356.93,12748.76,Medium,4.0,383555.0,28.47,,63.51,10:00,0.6837,"79,2",236.9 mm,₺0.83,"892,346",  10.4  ,
Afyonkarahisar,Aegean,Small City,2018,8,Summer,37.0,63.53,734000,201.74,9079.22,Low,2.0,237510.0,42.96,11.66,,21:00,0.4,"24,1",292.2 mm,,"251,792",  9.3  ,97%
Bursa,Marmara,Large City,2018,11,Autumn,14.48,61.88,3056120,834.73,19051.88,High,9.0,,,13.85,60.21,18:00,1.8733,"79,5",51.9 mm,₺1.34,"721,972",  8.2  ,99%
Manisa,Aegean,Medium City,2023,12,Winter,3.63,44.46,1452881,398.01,14473.78,Medium,3.0,417246.0,6.09,15.39,19.64,18:00,1.0679,"79,7",15.0 mm,₺0.63,"50,899",  12.0  ,63%
Samsun,Black Sea,Large City,2017,4,Spring,18.74,41.39,1361505,294.66,11770.01,Low,4.0,498585.0,12.57,10.42,37.58,19:00,0.4067,"73,9",123.3 mm,₺0.55,"200,540",,62%
Erzurum,Eastern Anatolia,Medium City,2017,7,Summer,23.87,59.41,762321,393.8,5959.78,Low,3.0,214345.0,28.52,16.77,54.71,20:00,0.4175,"23,6",189.7 mm,₺0.72,"871,618",  10.7  ,41%
Bursa,Marmara,Large City,2021,8,Summer,33.36,,3056120,887.88,17681.13,High,8.0,1118784.0,20.73,14.25,32.5,10:00,2.816,"5,7",163.4 mm,₺1.18,"846,724",  3.3  ,68%
Erzurum,Eastern Anatolia,Medium City,2018,8,Summer,,56.91,762321,511.14,10827.39,Low,1.0,276722.0,21.6,11.81,21.53,21:00,0.392,"37,0",142.0 mm,₺0.84,"401,463",  6.4  ,89%
Antalya,Mediterranean,Large City,2019,5,Spring,28.58,68.49,2619832,1075.88,8233.66,Low,6.0,810285.0,23.04,19.75,15.99,21:00,0.8493,"73,6",273.6 mm,₺0.84,"362,269",  11.7  ,38%
Kahramanmaras,Mediterranean,Medium City,2023,3,Spring,24.88,76.75,1178234,278.34,8242.47,Low,2.0,437505.0,8.47,13.08,35.22,08:00,0.4488,"64,3",75.4 mm,,"7,044",  5.0  ,93%
Erzurum,Eastern Anatolia,Medium City,2020,2,Winter,-4.92,41.54,762321,273.97,7339.8,Low,2.0,244923.0,21.59,16.79,55.27,21:00,0.4796,"22,7",77.1 mm,₺1.52,"17,674",  5.2  ,44%
Afyonkarahisar,Aegean,Small City,2016,5,Spring,21.07,47.87,734000,361.27,9301.74,Low,1.0,210854.0,31.21,19.88,15.01,20:00,0.2623,"31,6",73.1 mm,₺1.31,"710,806",  6.1  ,99%
Konya,Central Anatolia,Large City,2022,2,Winter,-0.12,79.8,2320259,634.22,13716.0,Medium,5.0,842427.0,23.34,18.99,42.46,09:00,1.8554,"42,5",282.3 mm,₺1.05,"683,809",  2.5  ,73%
Tekirdag,Marmara,Medium City,2021,2,Winter,0.94,80.56,1085000,308.75,12432.03,Medium,4.0,353109.0,22.34,15.57,39.9,09:00,0.8409,"34,6",113.6 mm,₺1.57,"431,309",  4.3  ,90%
Balıkesir,Marmara,Medium City,2017,1,Winter,0.31,45.08,1264958,2228.6,10156.2,Low,4.0,456242.0,6.99,14.05,20.2,08:00,0.7559,"73,9",256.4 mm,₺1.88,"363,754",  4.6  ,85%
Canakkale,Marmara,Small City,2020,8,Summer,29.71,61.87,542000,674.78,10197.38,Low,1.0,,37.32,,63.09,19:00,0.2934,"36,8",288.9 mm,₺1.35,"493,957",  3.3  ,69%
Tekirdag,Marmara,Medium City,2020,8,Summer,30.39,75.1,1085000,341.54,11304.69,Medium,3.0,327094.0,,19.71,14.37,09:00,0.8543,"25,9",75.0 mm,₺2.02,"533,845",  9.9  ,57%
Kocaeli,Marmara,Large City,2016,9,Autumn,17.07,56.77,2031963,426.89,17002.48,High,8.0,674460.0,11.29,13.24,39.23,10:00,1.0894,"39,7",100.3 mm,₺2.28,"806,312",  10.6  ,85%
Istanbul,Marmara,Megacity,2017,9,Autumn,15.23,49.2,15840900,7403.69,19474.73,High,40.0,4487425.0,16.83,13.91,51.34,21:00,9.8992,"50,6",267.2 mm,,"170,004",  7.2  ,30%
Hatay,Mediterranean,Large City,2017,5,Spring,24.43,54.42,1609856,404.95,8885.31,Low,4.0,577266.0,40.17,10.21,24.54,19:00,0.6635,"44,8",146.6 mm,₺1.84,"272,159",  10.2  ,75%
Bursa,Marmara,Large City,2016,4,Spring,18.23,46.74,3056120,838.35,19082.88,High,9.0,862762.0,8.73,11.56,32.54,10:00,1.5955,"69,6",30.5 mm,₺2.27,"523,920",  4.8  ,61%
Mugla,Aegean,Medium City,2020,9,Autumn,21.04,52.4,1012321,233.87,6838.9,Low,4.0,319525.0,39.0,17.69,64.11,20:00,0.3877,"28,3",126.4 mm,₺0.75,"270,219",  4.4  ,97%
Bursa,Marmara,Large City,2021,1,Winter,-1.02,78.61,3056120,1094.75,17288.26,High,8.0,1112159.0,25.32,17.15,69.13,10:00,2.4753,"77,6",260.1 mm,₺0.98,"570,635",  7.6  ,72%
Eskisehir,Central Anatolia,Medium City,2021,11,Autumn,12.93,72.33,882456,266.39,14535.46,Medium,,286014.0,36.79,16.22,57.69,09:00,0.4815,"62,6",22.5 mm,₺0.92,"454,357",,
Eskisehir,Central Anatolia,Medium City,2018,12,Winter,-0.5,55.18,882456,386.75,12438.73,Medium,4.0,276328.0,35.66,15.53,53.92,21:00,0.5986,"28,1",178.5 mm,₺2.3,"146,453",  6.1  ,71%
Istanbul,Marmara,Megacity,2020,8,Summer,35.69,67.42,15840900,6929.85,18984.58,High,42.0,4566027.0,34.56,12.31,57.48,08:00,11.2661,"57,3",275.6 mm,₺2.16,"600,616",  5.4  ,99%
Canakkale,Marmara,Small City,2017,7,Summer,35.04,84.14,542000,277.57,10750.83,Low,2.0,,36.51,8.81,54.72,19:00,0.3177,"79,8",121.4 mm,₺2.13,"699,173",  6.8  ,50%
Kayseri,Central Anatolia,Large City,2019,7,Summer,29.14,66.98,1441523,1561.47,12763.93,Medium,3.0,523465.0,37.17,14.19,42.74,19:00,1.0418,"74,9",116.4 mm,₺2.29,"524,480",  11.8  ,38%
Mersin,Mediterranean,Large City,2017,7,Summer,,47.06,1936586,462.2,11789.06,Medium,4.0,574008.0,,11.71,32.5,21:00,1.1721,"56,0",260.7 mm,₺1.48,"709,841",  5.2  ,38%
Sivas,Central Anatolia,Medium City,2022,7,Summer,27.47,74.19,634149,330.29,8870.72,Low,,181205.0,35.54,6.34,42.17,21:00,0.3869,"18,2",,₺2.04,"871,612",  8.9  ,74%
Kayseri,Central Anatolia,Large City,2022,3,Spring,12.94,60.49,1441523,2334.43,11608.91,Medium,5.0,413953.0,7.21,12.65,33.66,09:00,0.7354,"24,4",208.2 mm,₺0.64,"427,699",  11.2  ,47%
Afyonkarahisar,Aegean,Small City,2022,11,Autumn,14.69,52.42,734000,171.66,8077.0,Low,3.0,265963.0,8.08,16.83,54.09,18:00,0.318,"33,4",261.8 mm,₺2.36,"41,867",  11.9  ,54%
Erzurum,Eastern Anatolia,Medium City,2022,2,Winter,-5.22,72.81,762321,820.28,10047.66,Low,1.0,278250.0,31.04,18.72,39.21,21:00,0.4758,"52,7",200.5 mm,₺1.5,"784,066",  3.9  ,59%
Konya,Central Anatolia,Large City,2021,2,Winter,-4.64,66.04,2320259,3513.93,10102.82,Medium,6.0,718299.0,9.76,19.02,25.72,08:00,1.8112,"43,8",299.2 mm,₺1.06,"500,378",  8.6  ,90%
Tekirdag,Marmara,Medium City,2015,3,Spring,18.33,57.37,1085000,1023.68,13868.59,Medium,3.0,356462.0,19.67,16.41,23.07,10:00,0.4862,"34,5",119.8 mm,₺0.75,"537,956",  3.9  ,99%
Bursa,Marmara,Large City,2019,12,Winter,2.69,54.86,3056120,4315.06,16502.99,High,8.0,895092.0,17.93,9.31,58.93,18:00,2.8826,"28,2",10.1 mm,₺0.88,"695,673",  5.0  ,88%
Denizli,Aegean,Medium City,2020,2,Winter,,53.81,1062840,225.57,13839.37,Medium,4.0,352467.0,6.61,11.08,47.74,21:00,0.7083,"16,2",146.5 mm,₺0.86,"491,062",  2.5  ,78%
Antalya,Mediterranean,Large City,2021,6,Summer,36.29,80.29,2619832,821.42,6402.51,Low,6.0,958258.0,37.5,12.41,68.16,21:00,1.6439,"61,0",74.4 mm,₺1.7,,  11.2  ,60%
Van,Eastern Anatolia,Medium City,2016,5,Spring,11.29,47.65,1126384,884.55,9584.8,Low,4.0,405274.0,39.43,14.73,45.88,21:00,0.3816,"24,7",214.2 mm,₺2.1,"626,130",  6.2  ,55%
Istanbul,Marmara,Megacity,2019,12,Winter,4.14,45.11,15840900,3898.03,17180.41,High,41.0,4695864.0,25.93,18.48,62.27,09:00,13.562,"12,6",240.1 mm,₺1.79,"510,406",  11.8  ,76%
Gaziantep,Southeastern Anatolia,Large City,2022,3,Spring,20.54,74.32,2101263,894.82,17415.26,High,,755390.0,27.33,11.14,12.9,,1.3223,"23,9",202.0 mm,₺2.27,"74,984",  7.0  ,36%
Mugla,Aegean,Medium City,2016,12,Winter,6.81,60.8,1012321,1379.55,9928.73,Low,4.0,365083.0,7.49,12.69,39.85,18:00,0.6494,"12,9",234.4 mm,₺2.23,"24,308",  10.3  ,63%
Canakkale,Marmara,Small City,2016,10,Autumn,16.82,75.66,542000,177.38,10635.37,Low,1.0,171603.0,32.5,13.95,38.46,10:00,0.2478,"65,0",177.3 mm,₺1.16,"879,298",  2.4  ,58%
Afyonkarahisar,Aegean,Small City,2016,3,Spring,24.01,56.97,734000,225.89,10137.37,Low,3.0,276787.0,,16.26,33.8,10:00,0.2528,"23,9",189.7 mm,₺1.54,"306,267",  11.8  ,65%
Trabzon,Black Sea,Medium City,2021,3,Spring,15.8,76.88,811874,1181.18,8428.41,Low,2.0,239202.0,18.2,7.75,32.02,21:00,0.3805,,120.2 mm,₺0.56,"494,008",  2.8  ,60%
Mardin,Southeastern Anatolia,Small City,2023,7,Summer,,82.4,833645,1160.68,7868.83,Low,3.0,267195.0,,18.31,12.49,08:00,0.4403,"15,8",,₺0.54,,  2.5  ,47%
Antalya,Mediterranean,Large City,2016,7,Summer,37.63,77.24,2619832,1511.45,8519.0,Low,8.0,924533.0,41.84,15.42,66.01,20:00,1.528,"25,8",223.5 mm,₺1.89,"375,284",  9.4  ,91%
Antalya,Mediterranean,Large City,2019,8,Summer,42.25,42.99,2619832,1898.06,8136.24,Low,8.0,842011.0,11.79,10.01,68.74,19:00,1.3738,"74,5",123.7 mm,₺2.3,"800,048",  4.3  ,72%
Hatay,Mediterranean,Large City,2017,6,Summer,40.54,49.81,1609856,332.75,11837.08,Low,5.0,455192.0,10.62,12.28,42.85,08:00,0.8062,"50,9",76.9 mm,,"772,295",,74%
Bursa,Marmara,Large City,2018,9,Autumn,14.37,72.59,3056120,946.53,,High,8.0,1073320.0,10.01,16.34,24.07,20:00,1.7401,,221.3 mm,,,,43%
Adana,Mediterranean,Large City,2022,4,Spring,,75.68,2237940,2060.96,18443.14,High,7.0,836645.0,5.59,17.14,61.3,18:00,1.3981,"66,5",150.2 mm,₺1.35,"193,302",  4.4  ,58%
Afyonkarahisar,Aegean,Small City,2017,4,Spring,23.97,83.29,734000,165.75,8108.3,Low,1.0,219108.0,43.01,11.69,45.22,08:00,0.2928,"73,4",280.7 mm,₺1.98,"25,219",  11.6  ,76%
Mardin,Southeastern Anatolia,Small City,2022,11,Autumn,17.58,71.97,833645,181.73,8193.34,Low,2.0,265468.0,34.02,13.24,52.13,09:00,0.3111,"71,2",89.3 mm,₺0.74,"761,602",  8.0  ,85%
Kahramanmaras,Mediterranean,Medium City,2021,7,Summer,38.43,46.69,1178234,1449.28,8868.56,Low,2.0,345793.0,29.67,13.76,43.82,08:00,0.6706,"61,7",71.1 mm,₺0.52,"326,734",  3.1  ,84%
Izmir,Aegean,Megacity,2021,8,Summer,34.48,83.29,4394694,1554.26,16613.17,High,11.0,1379618.0,24.87,5.42,,19:00,3.9675,"35,0",243.1 mm,₺1.83,"569,587",  5.8  ,51%
Kayseri,Central Anatolia,Large City,2019,1,Winter,-2.49,73.57,1441523,297.95,12464.98,Medium,5.0,446200.0,16.63,6.46,37.83,21:00,1.1031,"47,0",213.8 mm,,"723,226",  5.2  ,58%
Bursa,Marmara,Large City,2017,4,Spring,,49.34,3056120,632.7,16948.21,High,9.0,1067696.0,42.3,8.55,73.38,18:00,1.6696,,62.6 mm,₺2.1,"758,078",,91%
Tekirdag,Marmara,Medium City,2022,10,Autumn,14.47,52.59,1085000,318.02,13061.57,Medium,4.0,320425.0,22.04,,40.94,18:00,0.5692,"30,1",266.5 mm,₺1.44,"268,512",  11.6  ,30%
Van,Eastern Anatolia,Medium City,2023,11,Autumn,7.04,,1126384,397.93,7986.26,Low,2.0,427352.0,33.59,12.04,57.68,19:00,0.5211,"26,8",114.3 mm,₺0.54,"147,649",  7.9  ,99%
Trabzon,Black Sea,Medium City,2019,6,Summer,30.59,66.52,811874,342.31,9881.73,Low,2.0,289099.0,27.45,19.21,54.66,10:00,0.4504,"44,3",43.8 mm,₺1.15,"234,962",  5.5  ,87%
Gaziantep,Southeastern Anatolia,Large City,2019,6,Summer,36.73,84.83,2101263,824.68,19354.8,High,6.0,787907.0,7.52,13.77,45.69,10:00,1.6606,"18,0",193.1 mm,₺2.12,"273,867",  9.3  ,99%
Ankara,Central Anatolia,Megacity,2017,8,Summer,29.94,83.1,5639076,1282.78,,High,16.0,1832325.0,32.14,18.34,68.1,18:00,4.2893,"69,4",69.2 mm,₺0.62,"124,408",  5.5  ,64%
Sakarya,Marmara,Medium City,2023,12,Winter,-1.14,82.75,1003000,313.09,14023.93,Medium,2.0,379367.0,15.36,13.83,67.47,19:00,0.7481,"43,2",123.5 mm,₺2.09,"554,016",  4.7  ,37%
Kahramanmaras,Mediterranean,Medium City,2017,7,Summer,36.36,70.43,1178234,769.58,7641.4,Low,2.0,427002.0,9.57,15.78,57.37,10:00,0.6938,"72,2",299.9 mm,₺0.61,"580,287",  3.2  ,71%
Van,Eastern Anatolia,Medium City,2019,5,Spring,10.29,46.53,1126384,639.79,8824.64,Low,3.0,326174.0,36.28,10.71,46.92,19:00,0.4821,"13,4",220.1 mm,₺2.0,"839,092",  7.6  ,93%
Bursa,Marmara,Large City,2016,7,Summer,31.74,40.14,3056120,2740.15,18186.43,High,8.0,952440.0,9.42,11.29,12.31,18:00,2.3547,"17,1",192.8 mm,₺1.46,"353,630",  4.1  ,54%
Eskisehir,Central Anatolia,Medium City,2023,10,Autumn,12.37,71.14,882456,188.84,13374.51,Medium,2.0,324843.0,9.24,18.51,58.61,19:00,0.3944,"38,8",169.2 mm,₺1.69,"519,297",  2.8  ,71%
Tekirdag,Marmara,Medium City,2020,11,Autumn,13.66,44.48,1085000,375.94,12725.8,Medium,3.0,344564.0,17.22,18.88,59.26,,0.5063,"52,0",204.3 mm,₺1.52,"338,596",  9.3  ,36%
Izmir,Aegean,Megacity,2022,10,Autumn,21.37,71.77,4394694,6764.5,14952.63,High,11.0,1238835.0,33.06,15.62,51.78,09:00,2.7634,"53,9",202.6 mm,₺1.94,"483,784",  6.2  ,95%
Manisa,Aegean,Medium City,2022,8,Summer,31.6,78.71,1452881,395.72,12751.8,Medium,4.0,491268.0,12.8,,28.68,10:00,0.949,"73,0",115.0 mm,₺1.26,"626,915",  4.8  ,56%
Mardin,Southeastern Anatolia,Small City,2018,12,Winter,3.37,41.91,833645,199.16,9280.53,Low,4.0,270697.0,6.08,14.94,73.22,09:00,0.4996,"66,9",289.3 mm,₺2.07,"597,629",  9.1  ,38%
Mugla,Aegean,Medium City,2016,10,Autumn,17.31,79.68,1012321,214.79,10324.85,Low,3.0,291644.0,27.38,5.22,47.52,20:00,0.4386,"57,6",,,"500,664",  11.0  ,80%
Diyarbakir,Southeastern Anatolia,Large City,2021,9,Autumn,21.42,67.57,1801268,620.52,9349.82,Low,6.0,666911.0,33.96,6.81,14.32,18:00,0.6625,"44,9",287.6 mm,₺2.34,"713,082",  7.8  ,32%
Balıkesir,Marmara,Medium City,2015,4,Spring,20.67,,1264958,287.19,7209.43,Low,4.0,407877.0,39.79,16.21,56.18,20:00,0.4917,"41,7",298.8 mm,₺1.62,"201,686",  9.2  ,
Tekirdag,Marmara,Medium City,2015,1,Winter,1.86,73.71,1085000,690.28,11233.78,Medium,4.0,,13.76,6.01,42.95,18:00,0.7291,,156.0 mm,₺0.68,"185,541",  8.5  ,40%
Diyarbakir,Southeastern Anatolia,Large City,2017,11,Autumn,18.37,40.28,1801268,397.79,7944.28,Low,5.0,544027.0,38.81,5.15,53.26,18:00,0.6663,,110.0 mm,₺1.72,,  6.5  ,94%
Denizli,Aegean,Medium City,2023,1,Winter,,50.54,1062840,509.05,12755.75,Medium,3.0,386485.0,35.38,6.11,31.12,,0.8243,"46,5",132.4 mm,₺1.72,"18,982",,94%
Canakkale,Marmara,Small City,2016,8,Summer,29.15,,542000,150.26,9119.27,Low,1.0,,19.16,9.82,37.82,18:00,0.2534,"65,9",279.6 mm,₺1.58,,  10.5  ,75%
Samsun,Black Sea,Large City,2020,4,Spring,20.08,62.64,1361505,278.44,9912.98,Low,4.0,436410.0,20.97,11.01,16.38,21:00,0.5243,"26,8",200.4 mm,₺0.59,"890,973",  6.1  ,57%
Sakarya,Marmara,Medium City,2015,2,Winter,-1.67,80.71,1003000,391.6,13823.55,Medium,3.0,285086.0,27.15,15.96,10.73,18:00,0.6696,"71,3",208.4 mm,₺2.15,"395,644",  11.6  ,66%
Bursa,Marmara,Large City,2016,8,Summer,30.61,49.04,3056120,794.73,19771.09,High,9.0,865403.0,22.3,19.41,48.45,18:00,2.4868,"33,0",15.1 mm,₺1.71,"894,319",  2.7  ,58%
Balıkesir,Marmara,Medium City,2016,8,Summer,31.75,51.04,1264958,1527.64,9732.55,Low,5.0,401519.0,6.61,8.54,21.87,10:00,0.6548,"27,4",207.9 mm,₺0.5,"328,144",  7.1  ,45%
